B11,B12,B2,B3,B4,B8,H2_pct,H2_ppm,OBJECTID,sid_vs_mean
2848.000,2639.200,3414.667,3217.500,3158.000,3963.000,33.900,N/A,4643.000,0.012378414434263098
2164.000,1800.500,3419.000,3228.000,2966.000,3798.000,47.500,N/A,4644.000,0.0024028831534917043
1935.000,1422.600,548.667,864.360,1054.500,1585.529,75.200,N/A,4645.000,0.276775353689582
1880.000,1537.000,1115.333,1439.500,1703.818,1825.111,68.100,N/A,4646.000,0.08693988705714871
2089.000,1561.500,986.429,1376.500,1394.800,2319.000,85.400,N/A,4647.000,0.13364012092584254
2774.500,2276.000,5961.500,5416.000,5308.000,5752.333,60.600,N/A,4648.000,0.021986047923980893
2812.500,2351.500,5728.000,5282.000,5322.000,5656.000,32.900,N/A,4649.000,0.016892077555612683
2812.500,2351.500,5728.000,5282.000,5322.000,5656.000,34.600,N/A,4650.000,0.016892077555612683
2579.667,2275.333,6118.667,5578.333,5703.000,5936.000,32.600,N/A,4651.000,0.03105282941771442
2234.500,1754.750,1566.000,1873.000,1942.667,2233.639,87.300,N/A,4652.000,0.05942082214324691
3026.667,2446.667,1049.364,1443.417,1955.455,2264.750,85.900,N/A,4653.000,0.24019805481581025
2832.000,2240.071,1508.308,1825.667,2141.500,2277.895,73.400,N/A,4654.000,0.1260904553311486
2849.250,2223.200,5122.000,4740.000,4823.000,5162.667,17.400,N/A,4655.000,0.009601515693614782
2527.667,2028.000,1466.250,1828.667,2132.667,2327.000,77.000,N/A,4656.000,0.09560916482124143
3295.722,2896.500,1723.000,2172.846,2588.154,3840.250,26.700,N/A,4657.000,0.12790488624191476
2485.400,2163.000,1293.000,1588.000,1896.250,1995.250,97.000,N/A,4658.000,0.14442847775131346
3335.000,2706.667,2511.000,2841.750,3102.667,3295.333,69.000,N/A,4659.000,0.05388147602920711
2532.667,2217.300,1291.200,1519.556,1677.800,1998.375,99.000,N/A,4660.000,0.16404568769802325
2504.500,2161.636,1568.526,1946.421,2133.538,2535.600,37.300,N/A,4661.000,0.08560843546302284
4338.800,4012.800,2083.857,2714.250,3420.000,3941.538,21.200,N/A,4662.000,0.15832988081813024
2827.500,2092.375,3281.000,3117.000,3013.000,3824.000,11.600,N/A,4663.000,0.00707345861041658
2810.000,2383.200,3232.000,3196.000,3299.667,3633.000,58.000,N/A,4664.000,0.009107042365241878
2189.500,1746.000,1756.571,2145.250,2393.500,2642.000,61.000,N/A,4665.000,0.03246693479291932
1550.917,1229.500,3430.000,2330.000,2509.000,2580.000,98.500,N/A,4666.000,0.03004996268423916
1947.000,1385.000,3375.000,3507.000,3690.667,3997.333,69.500,N/A,4667.000,0.01922248984936918
2702.625,2297.333,6105.714,5521.333,5600.500,5915.000,76.000,N/A,4668.000,0.02630783650181882
1108.000,1072.000,2942.000,2750.000,2736.000,2496.000,80.400,N/A,4669.000,0.04597306467869139
2286.000,2109.500,4452.000,4114.000,3968.000,4438.000,34.800,N/A,4670.000,0.00950590390548659
2125.333,1963.000,4144.667,3804.000,3713.333,4088.533,81.800,N/A,4671.000,0.00960153680764715
2320.333,2141.167,4560.000,4092.167,3875.000,4793.667,80.500,N/A,4672.000,0.00962579279640168
2412.750,2363.500,4174.667,3686.000,3690.667,4128.000,50.000,N/A,4673.000,0.0043326904074773315
2306.500,1958.500,4324.000,4124.000,4194.500,4822.000,82.700,N/A,4674.000,0.01091615670231261
2590.667,1950.250,4682.000,4174.000,4238.667,4960.000,15.700,N/A,4675.000,0.01023159966625338
3293.250,2994.333,1508.000,2007.714,2380.167,2714.750,90.000,N/A,4676.000,0.17586666723137723
2255.542,2164.500,6931.000,6489.333,6560.000,6944.000,21.000,N/A,4677.000,0.06690141776943538
2442.500,2254.000,6211.000,5790.400,5912.000,6242.000,81.000,N/A,4678.000,0.03933900506852657
2502.000,2064.333,7316.000,6882.667,6953.333,7116.000,56.000,N/A,4679.000,0.07016626105481752
1741.000,1497.000,3892.000,3816.000,3735.200,4938.667,19.600,N/A,4680.000,0.03609262963571391
3351.667,3036.800,2518.000,2902.286,3240.000,3348.000,98.000,N/A,4688.000,0.0634168096241709
2576.308,1778.000,833.909,1192.000,1316.750,3417.778,42.600,N/A,4707.000,0.2765030021361795
3021.500,2640.333,3124.000,3484.000,3620.000,4208.000,40.800,N/A,4723.000,0.01249748250085788
2673.250,2131.857,1053.400,1443.143,1632.500,2786.500,12.700,N/A,4724.000,0.19645689273864358
2222.111,1742.875,3416.000,3364.000,3498.000,3936.000,20.000,N/A,4725.000,0.002867938068465503
2466.087,1866.182,4392.000,3913.333,3812.000,4124.000,10.000,N/A,4726.000,0.009813573786462967
2450.000,2287.400,1187.750,1432.500,1745.200,2069.500,16.600,N/A,4727.000,0.17603267951066848
2121.750,1811.000,4488.333,3967.000,3808.000,4586.667,21.000,N/A,4728.000,0.017474730569655237
2253.333,1456.444,1780.000,1767.000,1803.000,4112.000,20.000,N/A,4729.000,0.0906441926865934
2511.500,1889.500,6446.000,6062.000,6017.000,6063.250,11.200,N/A,4730.000,0.05476084053919018
2442.375,2286.667,6168.000,5649.000,5657.000,6154.000,58.000,N/A,4731.000,0.0355564509732684
2491.000,2186.000,4306.000,3996.000,3956.000,5308.000,13.600,N/A,4732.000,0.00715454550320843
2284.333,2149.167,4815.000,4399.000,4413.000,4830.400,47.300,N/A,4733.000,0.015055197988450725
1560.500,1386.500,3137.500,2961.500,2892.000,3909.500,86.600,N/A,4734.000,0.019466072081841257
2580.500,1956.750,4833.333,4222.000,4327.000,4905.000,11.200,N/A,4735.000,0.012077921168150797
2063.400,1653.000,3817.333,3537.333,3671.333,4446.250,11.000,N/A,4736.000,0.012678088174824076
1866.000,1535.000,3250.000,3109.250,3109.000,3881.333,87.200,N/A,4737.000,0.008034047305953002
2227.667,2280.000,3728.000,3484.000,3486.000,3740.000,18.400,N/A,4738.000,0.00464472984041164
1643.667,1620.000,3914.400,3926.000,3804.000,3904.000,20.000,N/A,4739.000,0.03160311326246102
2330.778,1955.900,6197.000,5951.333,6089.000,6296.429,35.000,N/A,4740.000,0.05535384583856212
2100.000,1763.000,6227.000,5686.000,5858.000,6053.500,89.500,N/A,4741.000,0.06922495742361404
1793.000,1697.550,4427.000,4326.500,4461.667,4810.500,11.400,N/A,4742.000,0.03873310028143024
1988.000,1576.000,4589.500,4320.400,4408.000,5276.667,18.400,N/A,4743.000,0.03892293309043161
1446.333,1376.000,6180.000,5666.857,5675.000,5983.429,95.400,N/A,4744.000,0.1310500359488689
1526.000,1282.000,2731.000,2678.000,2660.333,3364.000,61.000,N/A,4745.000,0.011023017459447497
1734.750,1762.500,6715.000,6500.500,6447.000,6523.000,89.800,N/A,4746.000,0.10967348030307786
1958.500,1806.000,4822.667,4502.000,4656.000,5116.000,69.500,N/A,4747.000,0.035986682771002115
1736.000,1546.500,4220.000,3896.000,3944.000,4490.000,26.100,N/A,4748.000,0.03478231000380877
1517.800,1416.000,5278.000,4820.000,4832.000,4719.500,21.500,N/A,4749.000,0.08941858467137187
1689.083,1618.500,4306.000,4117.000,4240.000,4444.000,33.000,N/A,4750.000,0.04013156852987656
1634.500,1498.250,3684.000,3280.000,3170.714,3373.000,96.800,N/A,4751.000,0.02175501844640422
1795.000,1829.000,6510.000,6128.750,6148.000,6405.750,12.700,N/A,4752.000,0.09341481570955233
1543.000,1554.000,5786.000,5356.000,5272.000,5308.000,87.700,N/A,4753.000,0.0981415476724291
1757.000,1678.750,3459.333,3304.000,3250.000,3672.000,80.700,N/A,4754.000,0.010457254258991777
2028.200,1694.000,4742.000,4375.000,4218.750,4573.667,86.300,N/A,4755.000,0.03138198831789254
2205.000,1921.833,6060.000,5789.333,5670.667,5849.917,83.700,N/A,4756.000,0.05545035836523664
1633.000,1619.000,5515.000,5335.200,5285.333,5272.000,99.600,N/A,4757.000,0.08429183695385586
1987.000,1836.333,5057.000,4972.000,4908.000,5353.500,91.100,N/A,4758.000,0.042847677909107915
1820.000,1644.800,5856.667,5479.500,5349.250,5917.000,25.100,N/A,4759.000,0.0785276290796218
2266.550,1958.714,4285.333,4176.667,4248.000,4760.000,71.000,N/A,4760.000,0.011896134787636518
1982.078,1981.726,3420.000,3175.500,3020.000,3368.000,93.300,N/A,4761.000,0.0050679049373565654
2512.000,2004.667,4768.000,4516.000,4448.000,4766.667,38.000,N/A,4762.000,0.013347761570204474
2452.000,1872.000,5260.000,5008.000,5137.333,5734.000,42.300,N/A,4763.000,0.030501784515865844
1664.300,1518.667,3408.750,3262.667,3224.000,3822.000,34.600,N/A,4764.000,0.015979985108377646
2095.250,2028.000,5011.750,4546.769,4668.000,5290.667,98.700,N/A,4765.000,0.027722455299792947
2470.250,1649.200,8525.333,8070.000,8421.667,8285.500,100.000,N/A,4766.000,0.12672846925259595
1389.929,1453.938,6842.222,6301.857,6560.000,6673.714,95.500,N/A,4767.000,0.15725886046785842
2221.200,1704.500,3306.000,3022.000,2926.667,4283.250,80.000,N/A,4768.000,0.007358746964918568
2592.125,2130.125,5254.000,5104.000,4940.000,5250.000,43.500,N/A,4769.000,0.0191758230491654
1486.667,1233.000,2841.000,2616.000,2456.667,3524.000,13.200,N/A,4770.000,0.017589716024137447
1998.500,1650.667,8284.000,7871.667,7999.333,7845.667,76.400,N/A,4771.000,0.1439660772755414
1502.667,1335.500,3090.000,3114.000,2925.000,3596.000,48.800,N/A,4772.000,0.020156937625097585
1190.750,846.000,1619.000,1570.714,1372.000,2414.750,20.500,N/A,4773.000,0.02037618640373536
2411.750,1777.333,4986.000,4700.000,4722.667,5082.000,11.100,N/A,4774.000,0.026186157909397396
1494.000,1216.125,3161.667,2851.000,2757.667,3346.000,18.700,N/A,4775.000,0.020795534004386898
1860.333,1394.250,3001.333,2920.000,2906.667,4464.000,95.000,N/A,4776.000,0.022357200287961183
1552.833,1440.750,3464.000,3316.000,3305.000,4038.000,40.000,N/A,4777.000,0.026019033862132064
2478.833,2385.444,3608.000,3323.000,3350.600,3802.000,80.000,N/A,4778.000,0.0038452668745486626
1709.000,1683.000,4672.000,4322.667,4140.000,4216.000,40.000,N/A,4779.000,0.04428551418300958
1650.000,1678.500,4654.000,4336.000,4181.000,4388.000,56.000,N/A,4780.000,0.047017688424193724
1675.500,1685.667,4558.667,4320.800,4144.000,4242.000,58.000,N/A,4781.000,0.04393806681468735
2673.000,2167.000,4957.000,5152.000,5360.500,5469.500,19.000,N/A,4888.000,0.01805654455756021
2630.375,2356.200,4393.000,4365.500,4492.250,4762.000,20.300,N/A,4889.000,0.004224339854452229
1297.600,1259.571,4466.000,4408.000,4452.000,4655.750,89.800,N/A,4890.000,0.09374375827225881
2374.667,2091.250,3688.000,3452.000,3348.000,4554.000,45.600,N/A,4892.000,0.003215672995458661
2604.000,2184.333,2442.000,2496.000,2356.000,3729.600,58.500,N/A,4893.000,0.032449120053086915
2574.333,1639.750,2214.000,2293.000,1882.000,4256.000,44.500,N/A,4894.000,0.06570623068172471
1969.333,1058.000,949.000,1129.333,917.500,4113.000,35.100,N/A,4895.000,0.30834541322276043
1409.500,1423.286,6303.000,5976.500,5990.167,6301.333,81.100,N/A,4896.000,0.14015325208085966
2742.500,2246.150,1071.778,1274.143,1465.625,3116.400,12.500,N/A,4897.000,0.24009439783771486
3955.333,3182.500,668.611,1127.067,2536.278,2973.292,1.123,N/A,4900.000,0.4625012589572132
3955.333,3182.500,668.054,1110.235,2569.766,3035.684,8.126,N/A,4903.000,0.4636146569586339
3764.444,3039.233,738.781,1117.652,2138.000,2557.707,42.731,N/A,4904.000,0.4396498622149073
3476.667,2848.667,669.591,1044.286,2002.438,2567.800,1.266,N/A,4905.000,0.43776011176519325
3281.600,2625.450,666.143,1054.471,1938.364,2521.750,5.437,N/A,4906.000,0.4053998992805901
3626.429,2828.250,735.667,1111.263,2142.786,2780.909,1.530,N/A,4908.000,0.40849736115597496
1777.500,1137.500,4818.000,4352.000,4336.000,4766.000,10.000,N/A,4909.000,0.07463954789894506
204.667,185.500,479.286,283.250,222.750,229.200,1.250,N/A,4912.000,0.09624705156828123
204.667,185.500,479.286,283.250,222.750,229.200,1.030,N/A,4913.000,0.09624705156828123
204.667,185.500,479.286,283.250,222.750,229.200,1.520,N/A,4914.000,0.09624705156828123
4177.000,2929.100,788.364,1245.300,2139.929,2660.000,1.540,N/A,4915.000,0.430446428934288
402.500,363.833,677.400,541.667,544.500,448.833,2.100,N/A,4918.000,0.032767064765369475
402.500,363.833,677.400,541.667,544.500,448.833,2.100,N/A,4919.000,0.032767064765369475
4513.250,3646.000,633.325,1062.333,2174.044,2912.000,2.230,N/A,4920.000,0.5743321952811902
4513.250,3646.000,633.325,1062.333,2174.044,2912.000,2.230,N/A,4921.000,0.5743321952811902
3498.000,2416.000,874.500,1193.143,1626.333,2644.500,1.700,N/A,4923.000,0.34871162498798086
3656.000,2579.000,955.091,1205.333,1634.000,2656.133,95.300,N/A,4924.000,0.3557974593852173
3656.000,2579.000,955.091,1205.333,1634.000,2656.133,19.300,N/A,4925.000,0.3557974593852173
3656.000,2579.000,955.091,1205.333,1634.000,2656.133,91.200,N/A,4926.000,0.3557974593852173
1293.000,747.600,2685.500,2371.333,2366.000,2977.500,25.000,N/A,4936.000,0.04355203967938239
339.000,328.000,667.333,602.200,422.667,483.167,2.000,N/A,4939.000,0.03564646370416699
2877.000,1997.714,830.333,1077.667,1370.000,3557.000,64.000,N/A,4946.000,0.3298158740798077
2208.769,1654.333,697.750,964.909,1079.727,4016.000,25.000,N/A,4947.000,0.37833290127911207
2250.750,1637.500,1437.000,1722.000,1818.000,3513.500,27.000,N/A,4948.000,0.09181614280278899
2082.917,1475.000,627.750,829.100,917.250,3291.800,27.000,N/A,4950.000,0.3752128862449471
1582.750,1165.375,1984.167,1961.000,2082.000,3164.800,27.000,N/A,4951.000,0.016086764371633144
1973.500,2004.500,7202.000,6640.000,6509.000,6458.000,19.000,N/A,4954.000,0.0917066892062848
2033.667,1357.167,923.286,1045.333,1246.000,3359.000,27.300,N/A,4955.000,0.22135895210941653
2404.100,2126.400,2218.000,2138.500,2035.000,2776.000,51.400,N/A,4956.000,0.04406364304166486
2286.500,1773.667,5430.667,5312.000,5537.500,5912.000,41.000,N/A,4957.000,0.046781790658219066
1968.600,1417.500,1052.000,1190.750,1388.000,3550.000,27.300,N/A,4958.000,0.1816690673502064
2324.333,1711.000,4874.000,4486.000,4324.000,4874.000,19.200,N/A,4959.000,0.0255236592115635
2313.250,1881.750,7504.000,7328.000,7440.000,7098.000,33.000,N/A,4960.000,0.09635948716945474
2078.545,1328.750,1859.556,1919.250,1896.667,4547.000,9.400,N/A,4962.000,0.09419961110912123
2575.667,2191.964,4176.000,4072.000,3790.667,4432.000,90.200,N/A,4964.000,0.002646440782052965
4884.000,4146.000,1119.680,1752.148,2916.667,3566.000,16.500,N/A,4989.000,0.3778809948161872
2579.000,2046.333,1896.800,2017.333,2094.000,3038.000,25.000,N/A,4992.000,0.05976250769803854
2364.500,1889.500,1306.000,1564.000,1710.000,2125.000,18.000,N/A,5003.000,0.1158484079372067
1615.250,1045.500,679.375,930.333,1145.100,2527.500,1.400,N/A,5006.000,0.1908323470734131
2082.400,1842.500,4812.000,4686.000,4888.000,5276.000,21.000,N/A,5008.000,0.0337865797376609
533.000,510.833,898.250,879.833,603.000,604.000,1.000,N/A,5021.000,0.046636330139224996
467.500,306.000,1320.571,1802.000,2001.333,1032.000,17.400,N/A,5025.000,0.20097519108994683
3493.000,2586.500,6812.000,6554.000,6569.333,7082.000,24.100,N/A,5027.000,0.020653155826723415
2031.857,2035.500,7464.000,7268.000,7138.667,6805.333,34.500,N/A,5028.000,0.1009601331130493
1619.800,1685.600,8988.000,8992.000,9180.000,8682.000,25.500,N/A,5029.000,0.1979252922044573
1745.000,1729.000,8808.000,8287.000,8416.000,7900.000,93.000,N/A,5030.000,0.17004299438377662
1821.875,1827.667,7458.333,7000.667,7127.000,6819.333,82.200,N/A,5031.000,0.12063705401152297
2192.333,2262.600,6166.000,6018.000,6100.000,6054.000,90.400,N/A,5032.000,0.051943100256365025
2017.833,2031.000,7266.667,7260.000,7488.000,7478.400,16.000,N/A,5033.000,0.10272429043826542
2523.286,2475.667,8672.000,8281.333,8230.875,7842.000,85.000,N/A,5034.000,0.08786107308473992
2523.286,2475.667,8672.000,8281.333,8230.875,7842.000,15.000,N/A,5035.000,0.08786107308473992
2411.500,1993.000,2872.000,2772.500,2849.500,3203.000,36.100,N/A,5036.000,0.006473194392900023
2454.333,2057.500,2854.000,2779.000,2723.000,3464.000,32.900,N/A,5037.000,0.007967129189518904
1947.500,1773.000,3820.000,3587.333,3534.000,4087.000,75.800,N/A,5038.000,0.010814063399896184
2366.000,2114.500,7720.000,7490.667,7452.000,7170.000,100.000,N/A,5039.000,0.08719979156488158
1634.250,1546.250,6294.000,5964.000,6091.500,6267.000,25.000,N/A,5040.000,0.11433583485337173
2951.000,2536.500,5628.000,5309.000,5111.500,5711.667,96.370,N/A,5046.000,0.010346240755023781
3418.667,2871.500,6744.000,6220.000,5992.000,6332.000,88.300,N/A,5047.000,0.014129892997463155
2798.750,2321.750,5452.000,5320.000,5126.000,5572.000,87.430,N/A,5048.000,0.014919440419911008
2884.000,2475.200,5974.000,5656.000,5416.000,5790.000,87.060,N/A,5049.000,0.018050853452554375
2923.000,2459.167,4824.000,4772.000,4680.000,5780.000,75.500,N/A,5050.000,0.004629915551012553
2832.000,2188.500,5914.667,5908.000,5540.000,5776.000,59.260,N/A,5051.000,0.027330276369371378
3149.500,2800.500,4828.500,4627.000,4832.000,4934.000,44.120,N/A,5052.000,0.00260832131414311
2592.000,2094.667,6368.000,6058.000,6031.667,5933.333,38.170,N/A,5053.000,0.044325358141786494
3018.750,2683.333,4560.000,4661.000,4465.000,5337.333,35.170,N/A,5054.000,0.0009501278344541868
3406.000,3054.500,6312.000,6065.000,5928.000,6299.000,33.970,N/A,5055.000,0.008551028447247266
3090.000,2555.000,5207.000,5252.000,5104.000,5457.500,32.280,N/A,5056.000,0.0062233271070098566
3214.500,2667.000,4700.000,4625.000,4636.000,4896.000,30.970,N/A,5057.000,0.001751387464946488
2563.558,1773.250,5065.000,4831.000,4972.000,5828.500,30.530,N/A,5058.000,0.02846355712291682
3286.833,2702.000,7009.000,6836.000,6822.000,6728.000,26.770,N/A,5059.000,0.026701916549414558
3169.333,2708.700,4862.000,4682.000,4517.667,4748.500,26.460,N/A,5060.000,0.0035865369818977207
2867.500,2413.333,5034.667,4530.667,4524.000,5324.000,24.420,N/A,5061.000,0.004832242058704495
3290.400,2898.000,5960.000,5656.000,5568.000,6093.333,23.090,N/A,5062.000,0.006735061786722096
3580.000,3156.000,4468.000,4232.000,4308.000,4822.000,22.960,N/A,5063.000,0.007192328685349733
3580.000,3156.000,4468.000,4232.000,4308.000,4822.000,22.050,N/A,5064.000,0.007192328685349733
2923.250,2474.000,5572.000,5116.000,4774.667,5260.000,21.760,N/A,5065.000,0.010966783167291947
2581.000,2266.000,5576.000,5648.000,5712.000,6012.000,21.550,N/A,5066.000,0.02733948109868225
3580.000,3156.000,4468.000,4232.000,4308.000,4822.000,20.790,N/A,5067.000,0.007192328685349733
3100.250,2445.667,5319.000,5258.000,5308.000,5466.000,20.230,N/A,5068.000,0.008853254909917192
3253.333,2643.250,4904.000,4806.000,4868.000,4876.000,20.220,N/A,5069.000,0.0038336275371493355
3340.500,2970.875,2380.000,2491.500,2707.000,3432.000,18.870,N/A,5070.000,0.08049129092960083
2572.333,1836.000,6148.000,5864.000,6312.000,6640.000,18.460,N/A,5071.000,0.05361773972201442
3125.500,2594.875,4570.000,4409.000,4495.500,5201.000,18.120,N/A,5072.000,0.00015003942012986127
2775.250,2008.333,4738.000,4502.000,4490.000,4808.750,17.290,N/A,5073.000,0.009780158574519564
3125.500,2594.875,4570.000,4409.000,4495.500,5201.000,16.920,N/A,5074.000,0.00015003942012986127
2862.000,2485.000,6254.667,5748.000,5808.000,6180.000,14.820,N/A,5075.000,0.02222059640888403
3154.000,2387.400,4604.000,4574.000,4364.000,5020.000,14.740,N/A,5076.000,0.0017904295326041045
2929.000,2282.500,6312.000,5902.667,5888.000,5788.000,12.890,N/A,5077.000,0.02855219161978065
3028.333,2649.375,4431.000,4270.000,4468.000,4680.000,12.880,N/A,5078.000,0.0015790111929582314
3112.750,2491.625,4847.250,4589.667,4674.667,5126.000,12.580,N/A,5079.000,0.0020117838618476666
3182.750,2708.600,4426.000,4336.000,4445.000,4880.000,12.550,N/A,5080.000,0.000742617318654974
3251.444,2824.333,2974.000,3297.000,3558.000,4012.000,11.990,N/A,5081.000,0.025688434872921505
2576.333,2383.000,5729.500,5532.500,5432.000,5580.000,11.940,N/A,5082.000,0.024032542353241322
2637.500,2405.500,5675.750,5295.250,5388.000,5636.000,11.940,N/A,5083.000,0.01960273866427495
2576.000,2254.667,6566.667,6168.000,6106.000,6224.333,11.810,N/A,5084.000,0.04265699032217968
2703.250,1874.000,4168.000,3836.000,3760.000,4680.000,11.760,N/A,5085.000,0.005401326646263527
2977.000,2254.500,5158.000,5244.500,5029.000,5431.250,11.430,N/A,5086.000,0.011155154117448378
2949.125,2465.500,3372.000,3436.000,3522.000,5519.867,11.380,N/A,5087.000,0.017529160291583065
2740.000,2386.667,4908.000,4636.000,4720.000,5172.000,10.950,N/A,5088.000,0.006357390649736911
3580.000,3156.000,4468.000,4232.000,4308.000,4822.000,10.850,N/A,5089.000,0.007192328685349733
2303.500,2081.500,4267.667,4185.667,4348.000,4743.000,10.560,N/A,5090.000,0.009772241716700105
3264.607,2603.500,2949.000,3258.667,3468.000,4028.000,10.380,N/A,5091.000,0.022293482140921052
2890.500,2376.250,4985.800,4777.167,4914.000,5312.000,10.340,N/A,5092.000,0.006287029661965088
2666.000,2063.500,5058.000,4876.000,4948.000,5292.000,9.810,N/A,5093.000,0.016036967791268054
3010.250,2762.667,5400.000,5222.667,5194.667,5418.000,9.770,N/A,5094.000,0.006829064859326576
2736.200,2353.333,5426.400,5366.000,5404.000,5465.750,9.670,N/A,5095.000,0.017467497482486508
2742.333,2125.667,4810.000,4668.000,4776.000,5180.000,9.660,N/A,5096.000,0.009856755439165574
3408.333,3028.333,5592.000,4922.000,4513.500,4594.000,9.160,N/A,5097.000,0.013176340034685069
3311.333,2897.500,5318.000,5474.000,5394.000,5782.000,8.750,N/A,5098.000,0.0035495577302779345
2412.167,1805.600,5892.000,5635.000,5701.000,6024.000,8.660,N/A,5099.000,0.04948170689031849
3026.000,2632.500,5428.000,5252.000,5116.000,5537.000,8.570,N/A,5100.000,0.007092277626256083
3187.000,2851.250,4677.333,4516.000,4376.000,4849.000,8.350,N/A,5101.000,0.002134100966893258
2738.667,2387.000,4165.333,4122.000,4262.000,4924.000,7.650,N/A,5102.000,0.0010407858204171559
3046.667,2486.667,5028.000,4892.000,4876.000,5208.000,7.610,N/A,5103.000,0.004547664543655206
2642.000,1958.500,4686.000,4508.000,4138.000,5032.000,6.770,N/A,5104.000,0.011130680484563296
3322.000,2866.500,4856.000,4900.000,4513.000,5192.000,6.580,N/A,5105.000,0.0017115688118749714
3392.000,2998.333,5940.000,5911.667,5904.000,6212.000,6.560,N/A,5106.000,0.006722353578929183
2129.857,1899.500,3620.000,3544.000,3480.000,4036.000,6.260,N/A,5107.000,0.0036818711690557162
2849.833,2220.750,4015.500,3976.500,3946.000,4247.000,6.230,N/A,5108.000,0.0016264736791104465
2657.500,2227.500,4526.000,4452.000,4318.000,5188.000,6.120,N/A,5109.000,0.005384460338033286
3177.857,2326.250,2494.500,2665.500,2810.000,3374.000,5.910,N/A,5110.000,0.041775795285965915
3024.000,2578.250,5850.000,5599.750,5560.000,6050.000,5.660,N/A,5111.000,0.012713341666455123
2993.000,2576.000,6036.000,5772.000,5636.000,5911.000,5.630,N/A,5112.000,0.016268075662472348
3051.000,2549.000,4648.000,4460.000,4488.000,5168.000,5.600,N/A,5113.000,0.0006421169581011122
3089.000,2663.000,5580.000,5286.000,5488.000,5544.000,5.590,N/A,5114.000,0.008717736955159804
2867.500,2413.333,5034.667,4530.667,4524.000,5324.000,5.400,N/A,5115.000,0.004832242058704495
3114.000,2514.750,3783.000,3956.000,3650.000,4236.000,5.320,N/A,5116.000,0.004820104976767242
3094.429,2698.000,5026.000,4924.000,4904.000,5591.200,5.090,N/A,5117.000,0.002226412472532362
3438.000,2889.333,3191.000,3018.000,3143.000,3900.000,4.990,N/A,5118.000,0.03599800951062684
2922.000,2208.000,4080.000,3840.000,3896.000,4124.000,4.770,N/A,5119.000,0.002750496864113242
2783.250,1996.667,5333.667,5058.000,5112.000,5364.000,4.760,N/A,5120.000,0.02020504344050845
3081.000,2348.385,5608.000,5580.000,5424.000,5788.000,4.690,N/A,5121.000,0.013985504021970331
2834.500,2388.667,5432.000,5464.000,5316.000,5256.000,4.620,N/A,5122.000,0.01646318681199883
3177.857,2326.250,2494.500,2665.500,2810.000,3374.000,4.560,N/A,5123.000,0.041775795285965915
3060.500,2022.667,3800.000,4058.500,4020.000,4552.000,4.470,N/A,5124.000,0.004040846071405162
2974.667,2456.000,5063.667,4808.000,4872.000,5304.000,4.460,N/A,5125.000,0.0049640048921875506
3253.000,2482.800,2254.000,2374.000,2540.000,3022.000,4.320,N/A,5126.000,0.07352578517169209
3067.250,2323.875,5482.500,5122.000,4704.667,5558.000,4.300,N/A,5127.000,0.009930282026666345
2746.500,2446.500,4099.000,3911.000,4452.000,4314.000,4.280,N/A,5128.000,0.0038566074194152844
2696.667,2034.000,6298.667,6084.000,6076.000,6452.000,4.240,N/A,5129.000,0.04245461600217233
3231.500,2553.000,4464.000,4316.000,4140.000,5004.000,4.130,N/A,5130.000,0.0007827846127478329
3444.333,3026.667,3219.500,3222.000,3184.000,3987.000,4.080,N/A,5131.000,0.03525309912076503
3121.000,2539.444,1666.000,1748.750,1965.000,2797.500,3.960,N/A,5132.000,0.14872664491112872
2994.600,2350.500,5492.000,5023.000,5222.000,5404.000,3.780,N/A,5133.000,0.011219342824678773
3121.000,2539.444,1666.000,1748.750,1965.000,2797.500,3.740,N/A,5134.000,0.14872664491112872
2712.667,2145.167,6176.000,5848.000,5636.000,5944.000,3.690,N/A,5135.000,0.033114140476342965
2742.333,2125.667,4810.000,4668.000,4776.000,5180.000,3.680,N/A,5136.000,0.009856755439165574
2993.000,2576.000,6036.000,5772.000,5636.000,5911.000,3.490,N/A,5137.000,0.016268075662472348
3272.000,2730.667,4579.667,4358.000,4447.000,4824.000,3.290,N/A,5138.000,0.0014620211433193173
3046.000,2391.333,5136.000,5028.000,5035.000,5630.000,3.280,N/A,5139.000,0.0065709904268518235
3037.952,2098.917,4948.000,4804.000,4702.000,5316.000,3.280,N/A,5140.000,0.008909660166385742
2987.500,2262.000,5451.200,5305.333,5180.000,5354.333,3.020,N/A,5141.000,0.014128158719761835
3546.571,3084.667,6282.000,5988.000,5956.000,6132.000,3.010,N/A,5142.000,0.007196412638770307
3177.000,2683.500,6359.500,6032.000,6152.000,6516.000,2.930,N/A,5143.000,0.01640677773232506
2805.500,2353.667,4976.000,4908.000,4626.000,5012.000,2.910,N/A,5144.000,0.008049436187206356
3066.600,2618.500,5562.250,5326.000,5310.000,5616.000,2.840,N/A,5145.000,0.008332834481925082
2770.889,2384.600,4258.000,4196.000,4115.667,4608.000,2.730,N/A,5146.000,0.0011361965042529748
2862.400,2441.667,4745.000,4432.500,4376.000,4991.000,2.720,N/A,5147.000,0.0025959473421470827
2705.250,1879.000,4784.000,4447.500,4364.000,5044.000,2.710,N/A,5148.000,0.013053533227810235
2703.000,1945.500,3784.000,3741.000,4064.000,4424.000,2.620,N/A,5149.000,0.0031509592916977355
3375.000,2866.000,5942.667,5910.000,5840.000,6040.000,2.620,N/A,5150.000,0.008285878325274016
