B11,B12,B2,B3,B4,B8,H2_pct,H2_ppm,OBJECTID,sid_vs_mean,sid_hematite,sid_magnetite,sid_goethite,sid_serpentine,sid_olivine,sid_chlorite
2780.5,2332.3,5314.0,4964.0,4879.429,5460.8,19.0,,4445.0,0.0110825042904301,0.7257080258417741,0.7857392756094081,0.7697416854295656,,,
2511.286,2026.5,4442.0,4316.0,4288.0,4697.5,64.0,,4446.0,0.0084056883354443,0.7080107663246396,0.764807354675923,0.7501899029265979,,,
2357.0,1897.4,3470.667,3368.0,3427.6,3738.4,24.1,,4447.0,0.0010189626145687,0.5961172994392823,0.64776433938074,0.6344125230184343,,,
2584.25,2194.5,3799.0,3676.0,3694.0,4121.25,57.3,,4448.0,0.0005371476703404,0.5719581609146646,0.6235985442746926,0.6099744593288934,,,
2080.25,1957.0,6691.0,6482.4,6354.667,5930.0,14.0,,4449.0,0.0804041666184378,1.0398285705579389,1.1066990576211533,1.0909101860054067,,,
2089.364,2034.667,8152.0,7899.333,7960.0,7446.4,16.6,,4450.0,0.1169531909864078,1.1693729455399935,1.2413028117781073,1.224099195009738,,,
3423.0,2634.25,1236.667,1584.0,2073.0,3118.4,98.5,,4457.0,0.224486822873387,0.16094588234484636,0.18131247061494796,0.17390515068949564,,,
2349.111,1453.5,496.0,866.417,796.5,3682.25,25.0,,4462.0,0.4944376704327342,0.4361241364703356,0.47585702832802,0.4552965350548222,,,
2475.0,2319.0,1802.0,2010.0,2202.0,4376.0,52.0,,4463.0,0.0970007653993111,0.34519724496897364,0.39380372965502675,0.37571857129275543,,,
2707.0,2060.75,560.143,798.875,848.0,3117.5,14.1,,4465.0,0.5094474249493908,0.2356854143870692,0.2643717641143208,0.24798682586580095,,,
2597.0,2382.0,4446.0,4312.0,4210.0,5036.0,24.6,,4468.0,0.00356731456658,0.6394262410320675,0.6966365744216192,0.6809201550967957,,,
2717.5,2213.5,4176.0,4052.0,4060.0,4778.25,16.0,,4478.0,0.0013092019495722,0.6224177044422239,0.6773897200094872,0.6624955670330382,,,
2765.5,1943.5,3028.0,2702.0,2610.0,4773.6,13.3,,4479.0,0.0307525873501124,0.5085412769091706,0.5689742341711623,0.548226313330333,,,
2476.0,2328.714,3602.0,3490.667,3532.0,4390.0,61.5,,4480.0,0.0014236478624767,0.5403436004527198,0.5943107258211742,0.5788834005859056,,,
2455.0,2096.5,2604.0,2532.0,2480.0,3528.0,12.9,,4482.0,0.0180869036343175,0.4052497995594536,0.4535559534276716,0.4386624851473433,,,
3039.444,2454.286,2900.0,2959.0,2834.0,3928.0,22.1,,4483.0,0.0245966394414073,0.3782772723652307,0.4216418433671902,0.4088046857897527,,,
2328.0,1944.0,2583.0,2558.0,2424.0,3464.0,93.0,,4484.0,0.0128012293744896,0.43843760239450114,0.487646092102778,0.47275702842602413,,,
2422.0,1921.75,2341.0,2310.0,2302.0,4558.0,11.3,,4485.0,0.0509641276412379,0.4664165140670872,0.5242544217807592,0.5036949590092876,,,
4107.0,3234.0,5174.0,4566.0,4262.0,5209.6,100.0,,4486.0,0.0110016672321461,0.4676248098234589,0.5178621203683165,0.5034569079779497,,,
916.5,906.571,1466.0,1360.0,1446.0,1569.333,57.8,,4487.0,0.0025775167393191,0.5580520191122045,0.6118819429555202,0.5971781434453785,,,
2053.5,1930.75,2952.667,2808.333,2655.0,3544.0,73.1,,4488.0,0.0032796778981341,0.5183463147223129,0.5731154722367888,0.5569317889866756,,,
1868.8,1146.5,1440.0,1354.0,1117.6,3483.5,48.3,,4493.0,0.1397338147562742,0.508269766551233,0.5725831559214876,0.5468738049304529,,,
2528.143,2332.7,3532.0,3236.0,3022.0,4312.0,37.5,,4495.0,0.0064106493278378,0.499798826084321,0.5562836588965325,0.538832927769104,,,
1767.25,1618.25,2403.0,2198.0,2157.0,2576.667,30.4,,4497.0,0.0054481791392252,0.4749988005358335,0.5260588418262631,0.5114899299254172,,,
2089.25,1050.778,733.5,919.25,664.8,3932.75,28.7,,4498.0,0.4351545301211347,0.5959475449409777,0.6557308616882154,0.6273824904992873,,,
2327.333,1417.5,1219.0,1195.333,1134.667,4789.0,1.85,,4499.0,0.2961240685107903,0.5389987953489759,0.6055485532607813,0.5758313848097454,,,
2327.333,1417.5,1219.0,1195.333,1134.667,4789.0,1.76,,4500.0,0.2961240685107903,0.5389987953489759,0.6055485532607813,0.5758313848097454,,,
2270.875,1939.0,3396.0,3252.0,3110.5,4184.667,11.4,,4501.0,0.0022943966342365,0.5869031643117164,0.6442220618140821,0.6274409123038545,,,
2774.0,2106.0,3388.0,3040.0,2642.0,4068.0,34.0,,4503.0,0.0139772171874172,0.4830004953934862,0.5380821504329059,0.5207617812859543,,,
2381.091,2125.25,4024.0,3814.0,3700.0,4120.0,26.7,,4504.0,0.0033498359116772,0.6232920344804053,0.6783965372138627,0.6637855698145434,,,
1908.833,1889.5,2962.0,2773.5,2615.583,3193.333,34.0,,4505.0,0.003448602136144,0.5274147972716958,0.5814555925829947,0.5661078186385315,,,
208.062,175.5,295.091,278.0,151.5,149.773,43.1,,4506.0,0.1177429290537797,0.49896752051262905,0.5352365322586957,0.5283292512407102,,,
2018.364,1662.75,1770.0,1754.0,1591.0,3031.0,20.8,,4507.0,0.0550579038924129,0.3615135864985612,0.4116179483308255,0.3940105416178746,,,
2960.429,2190.5,1328.643,1763.043,2527.636,2853.667,50.0,,4508.0,0.1371932285865034,0.24199456068739034,0.26252194719929256,0.25762582330784894,,,
2053.0,1907.5,3119.0,2935.0,2847.0,3533.75,23.9,,4509.0,0.0013759981017003,0.5489054272595879,0.6038986488799112,0.5881794761356485,,,
2215.5,1995.0,3896.0,3353.333,3276.0,4048.0,42.6,,4510.0,0.0044015034805175,0.618180851883266,0.6796492924843546,0.6616069715200565,,,
2410.125,1989.0,674.762,927.333,1305.143,2210.0,77.5,,4511.0,0.3212719236879907,0.13363220757118444,0.15108293400138365,0.14326172605117055,,,
2037.667,1491.429,542.833,670.8,875.8,1902.0,15.2,,4512.0,0.3625828548992684,0.1610212023929981,0.18399798778861268,0.17260038693407642,,,
2760.5,3019.917,1968.667,2248.714,2254.0,2137.333,24.0,,4513.0,0.1356441857599477,0.16789300103879817,0.18666497370218949,0.18348899524527498,,,
3156.75,2454.667,680.545,934.75,1362.857,2732.0,11.5,,4514.0,0.432553974185676,0.13695548293328547,0.15276722960107808,0.14392169891106027,,,
1733.0,1629.0,1564.0,1651.0,1658.0,1632.0,59.0,,4515.0,0.0555548223053431,0.2897788036503893,0.31967921454042453,0.31318066110006976,,,
3073.25,2341.857,2935.75,2801.0,3010.0,3741.333,53.5,,4517.0,0.0225751236394396,0.3872390282077327,0.4309392816052713,0.41822450949276047,,,
2590.6,2076.0,4384.0,3908.0,3828.0,4712.0,95.2,,4518.0,0.0044424736539477,0.6545031699064957,0.715113580147323,0.697772717828041,,,
4858.0,3783.0,8984.0,8532.0,8040.0,7652.0,14.9,,4519.0,0.0178232512828771,0.7220373666392014,0.7756700301160415,0.7632146653087706,,,
2463.625,1894.636,3567.333,3369.714,3264.333,3968.5,12.8,,4520.0,0.0010602038281629,0.5923222212286747,0.6467733895678829,0.631719915726539,,,
2957.0,2390.6,3960.0,3832.0,3872.0,4364.0,37.7,,4521.0,0.0010290567161052,0.5364501280172268,0.5860437644468713,0.5729108551076038,,,
2480.667,2111.25,4750.0,4570.0,4386.0,4599.0,16.4,,4522.0,0.0126721610849625,0.7229061144885239,0.779775044263064,0.7655194181024003,,,
2404.5,2217.0,3824.0,3729.0,3666.0,4302.0,13.1,,4523.0,0.001257797355983,0.5921349471778508,0.6464866215881684,0.631699518208185,,,
3062.0,2423.5,736.5,1177.0,1571.0,2602.667,10.3,,4524.0,0.3490757042721652,0.13245213114078963,0.14347479868050197,0.13846190817110277,,,
1961.0,1324.353,821.319,1121.368,1243.13,2139.222,11.3,,4525.0,0.1592777914386258,0.25598915343042944,0.2831063828626039,0.27381025605636544,,,
2335.154,2199.909,5264.667,4822.4,4824.0,5274.667,99.9,,4526.0,0.0215710016398267,0.7824746346288746,0.8463299767890546,0.8291699357527202,,,
2192.667,2163.25,6277.0,5828.0,5720.0,5698.0,20.6,,4527.0,0.0519837139752583,0.922555882500193,0.9891463902970814,0.972310582135988,,,
2192.667,2163.25,6277.0,5828.0,5720.0,5698.0,93.8,,4528.0,0.0519837139752583,0.922555882500193,0.9891463902970814,0.972310582135988,,,
1967.0,1852.0,4856.4,4578.857,4286.429,4628.0,34.9,,4529.0,0.0328689212313693,0.8414462432070324,0.9056369741133523,0.8890087545749037,,,
2118.917,1982.0,5915.3,5656.571,5542.667,5603.333,27.3,,4530.0,0.053447197207833,0.940970798495168,1.0069700085400322,0.990497882215966,,,
2143.857,1955.0,5339.2,5035.333,4904.0,5304.0,88.4,,4531.0,0.0363414063850848,0.8697742427089965,0.9352108732306832,0.9181532715905829,,,
2549.5,2210.5,5205.333,4960.0,4885.5,5348.0,20.1,,4532.0,0.0165306144598647,0.7633253223436114,0.8239221624423154,0.8081012827256142,,,
2316.0,1943.0,4182.667,3784.0,3688.0,4518.667,29.5,,4533.0,0.0067218891766676,0.6825209077588072,0.7441941509382777,0.7266814734881138,,,
