OBJECTID,latitude,longitude,Name,Data_Source,H2_pct,H2_ppm
4565,56.07102173800007,37.06235186600003,"Povarovskaya, 86.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",86.6,null
4568,55.73391487600003,37.699310002000054,"Boenskaya, 12.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",12.1,null
4570,48.020203561000066,37.805141411000086,"Donetskyy, 40","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",40,null
4571,47.57066171200005,37.87785234800003,"Priazovs’k pipes, 56","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",56,null
4572,67.52345260200008,38.049643779000064,"Sakhariok, 81.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",81.2,null
4577,44.75874678500003,38.49379202200004,"Belokamennoe, 16.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",16.3,null
4578,48.26756958600004,38.53983193700003,"Donbas, 40","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",40,null
4579,56.68073638900006,38.82956228900008,"Pereyaslavl-Zalesskaya, 31.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",31.9,null
4580,58.04999814700004,38.83332435900007,"Rybinskaya, 24.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",24.2,null
4581,48.552399416000064,39.17535443100007,"Luhanska, 23.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",23.1,null
4582,52.57404557800003,39.475579457000045,"Syrsky, 85.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",85.4,null
4583,43.616192711000046,39.71862466300007,"Mamayka, 18.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",18.6,null
4584,53.22468601700007,39.965239919000055,"Chapliginskaya, 15.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",15.9,null
4585,47.300383410000045,40.39836349700005,"Bagaevskaya, 22.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",22.2,null
4586,58.35344833800007,40.68215583400007,"Lubimskaya, 56.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",56.9,null
4587,58.366644919000045,40.68328395300006,"Lubimskaya, 10.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",10.7,null
4588,45.10001675600005,41.05002268000004,"Novo-Kubanskaya, 16.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",16.2,null
4589,43.832493182000064,41.106450068000065,"Vlasenchihinskoe, 80","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",80,null
4590,43.814762320000064,41.174709733000036,"Urupsky, 70","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",70,null
4591,43.924502404000066,41.17617584700002,"Hudesskoe, 82.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",82.6,null
4592,43.92445663400008,41.17630768500004,"Hudesskoe, 30","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",30,null
4593,45.03751944400004,41.95952222200003,"Stavropol, 27.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",27.3,null
4595,50.15395709300003,42.02191762100006,"Furmanovskaya, 34.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",34.7,null
4598,51.38085567500008,42.09742041000004,"Borisoglebskaya, 32.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",32.1,null
4599,43.423828809000035,42.439358851000065,"Elbrusskoe, 11.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.8,null
4600,52.31666699900006,42.49999999900006,"Inzhavinskaya, 19.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",19.2,null
4602,44.22861114800003,42.77722225400004,"Grazhdanskaya, 17.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",17.4,null
4603,43.384068766000034,42.869620202000085,"Tyrnyauz, 87,4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",87,null
4604,41.837220864000074,43.37694092000004,"Borjomi, 21","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",21,null
4605,49.87428182500003,43.45576990600006,"Abramoskaya, 18,2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",18,null
4606,50.02538449000007,43.684128795000056,"Kudinovskaya, 22.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",22.3,null
4607,42.817098157000025,43.97401652800006,"Sadonsky, 56.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",56.5,null
4608,49.11534141200008,44.05522976900004,"Katchalinskaya, 15.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",15.8,null
4609,45.82447314500008,44.64758158800004,"Iki-Burul, 30","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",30,null
4610,50.87065244600006,44.649951632000075,"Lemeshkinskaya, 28","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",28,null
4611,50.28588956400006,44.77055393400008,"Korobkovskaya, 30,6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",30,null
4612,50.88378949200006,44.81667157800007,"Bahmetievskaya, 32.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",32.8,null
4613,49.26669252000004,44.93332614700006,"Gorno-Vodianaya, 12.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",12.5,null
4614,51.42704037400005,44.93592557100004,"Uritskaya, 15.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",15.4,null
4615,50.902619750000035,44.99999997300006,"Zhirnovskaya, 49.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",49.1,null
4616,44.94341574200007,45.14001100300004,"Velichaevsko-Kolodeznoe, 10.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",10.9,null
4617,45.25494480100007,45.55339263900004,"Prikumskoe, 50","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",50,null
4618,51.44742266600008,46.17570723000006,"Sokolovaya gora, 25","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",25,null
4619,51.83614227800007,47.04918697200004,"Peschany Umet, 14.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",14.5,null
4620,41.39837401400006,47.57455201500005,"Kizil-Dere, 24.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",24.6,null
4621,59.84338398000005,48.28400834300004,"Oparino, 76.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",76.9,null
4622,49.03491331100002,48.294300132000046,"Aralsor superdeep, 27","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",27,null
4623,49.03527777800007,48.29444444400008,"Aralsor superdeep, 28.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",28.1,null
4624,51.959399966000035,49.47790003100005,"Rahmanovskaya, 16.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",16.7,null
4631,40.42433446300002,49.81871079700005,"Baladzhary, 15.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",15.4,null
4632,40.47009786700005,49.98935946800003,"Absheron, 14.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",14.7,null
4633,53.84570237000002,50.55053699700005,"Chesnokovka, 30","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",30,null
4634,52.783999860000044,51.10129869900004,"Kuleshovskaya, 20.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",20.9,null
4635,53.33535862300004,51.29333907700004,"Mukhanovskoe, 14.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",14.2,null
4636,48.50172679800004,51.84495544600003,"Inder, 17.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",17.2,null
4637,54.82923021800007,52.27359718900004,"Minnibaevskaya, 97.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",97.8,null
4638,61.86976672000002,53.016004956000074,"Anybskaya, 57.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",57.6,null
4639,55.03887818700008,53.361440323000075,"Novo-Usensk, 10.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",10.7,null
4640,63.911769097000054,53.996014323000054,"Ayyuvinskoe, 28","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",28,null
4641,58.49622333400005,54.00111799400003,"Verhnekamsk, 54,3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",54,null
4642,45.472819444000024,54.91242019300006,"Gagarinskaya, 98","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",98,null
4643,51.577947412000064,55.05059143400007,"Staritskaya, 33.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",33.9,null
4644,52.059962289000055,55.34874801000007,"Sherbakovskaya, 47.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",47.5,null
4645,24.328200000000045,56.13070000000005,"Barrage, 75.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",75.2,null
4646,23.96929998800004,56.42190002700005,"Alkar, 68.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",68.1,null
4647,23.95880000000005,56.440000000000055,"Kufeis, 85.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",85.4,null
4648,57.50943300900006,56.675678050000045,"Rodionovskaya, 60.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",60.6,null
4649,59.616891660000086,56.73597015700006,"Solikamsk, 32.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",32.9,null
4650,59.616891660000086,56.73597015700006,"Solikamsk, 34.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",34.6,null
4651,59.394729063000064,56.75619306800007,"Berezniki, 32.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",32.6,null
4652,23.40587034300005,56.863241057000046,"Magniyat, 87.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",87.3,null
4653,23.683300000000024,56.93960000000004,"Hawasina, 85.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",85.9,null
4654,23.717200000000048,57.03400000000005,"Halhal, 73.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",73.4,null
4655,58.167713722000016,57.10660493200004,"Chusovskie Gorodki, 17.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",17.4,null
4656,23.61990000000003,57.11320000000006,"Haylayn, 77","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",77,null
4657,48.61192218700006,57.11806590200007,"Kenkyak, 26.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",26.7,null
4658,22.987856297000057,57.291684706000076,"Bahla, 97","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",97,null
4659,23.53333333400006,57.333333333000034,"Howqain, 69","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",69,null
4660,22.933334453000043,57.53333325500006,"Nizwa, 99","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",99,null
4661,23.428500000000042,57.668300000000045,"Abyiad, 37.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",37.3,null
4662,43.41091824200004,58.11587121000009,"Alambek, 21.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",21.2,null
4663,50.34015661100004,58.216823445000045,"Stepninsk, 11.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.6,null
4664,50.613208087000025,58.24461550000007,"Kempirsai, 58","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",58,null
4665,22.89560000000006,58.394600000000075,"Lauriers Roses, 61","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",61,null
4666,50.24991547800004,58.452749134000044,"Khromtau, 98.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",98.5,null
4667,50.33268754000004,58.48891264500003,"Kempirsai MOF, 69.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",69.5,null
4668,56.81390000000004,58.643300002000046,"Klenovskaya, 76","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",76,null
4669,51.77108757600006,58.763891982000075,"Iriklinskoe, 80.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",80.4,null
4670,57.68150107300004,59.60573740800003,"Gospodskaya shahta, 34.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",34.8,null
4671,57.647770210000026,59.637181646000045,"Krasny Ural, 81.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",81.8,null
4672,57.66991040900007,59.67461325700004,"Nizhny Tagil, 80.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",80.5,null
4673,58.37734208200002,59.72924724400008,"Ural superdeep, 50","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",50,null
4674,56.008807862000026,60.63392592100007,"Vishnevogorsk, 82.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",82.7,null
4675,55.37104900800006,62.70190696300006,"Petrushinskaya, 15.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",15.7,null
4676,42.13866510900004,63.56344303300005,"Uchkuduk, 90","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",90,null
4677,67.59281299600008,63.82742860400003,"Vorgashor, 21","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",21,null
4678,67.49376649000004,64.02484761800008,"Pechora basin, 81","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",81,null
4679,69.06582080900006,64.23204753600004,"Kara crater, 56","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",56,null
4680,63.18038828600004,64.41828041000008,"Igrim, 19.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",19.6,null
4688,40.013832559000036,65.35686282300003,"Rudnoe, 98","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",98,null
4707,41.496049200000066,69.80380467200007,"Kurusaisk, 42.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",42.6,null
4723,42.18082433500007,70.68652275700003,"Mayndayntal, 40.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",40.8,null
4724,40.31723615100002,70.70016950600007,"Shor-Su, 12.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",12.7,null
4725,49.840945848000054,73.10194883900004,"Karagandy, 20","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",20,null
4726,49.83333300600003,73.16666700600007,"Karagandinsky, 10","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",10,null
4727,42.84722065900007,74.48707213900008,"Frunzenskaya, 16.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",16.6,null
4728,56.096276053000054,74.61501701100008,"Bolsherechenskaya, 21","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",21,null
4729,42.68582859000003,74.86681273900007,"Serafimovskaya, 20","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",20,null
4730,54.82638931500003,75.47210182900004,"Kulomzin, 11.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.2,null
4731,61.04714023700008,76.10042177200006,"Megionskaya, 58","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",58,null
4732,42.644924432000025,78.17008146100005,"Sukhoi Hrebet, 13.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",13.6,null
4733,60.80221808600004,78.54190091400005,"Severnaya, 47.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",47.3,null
4734,60.80344142200004,78.54418619000005,"Severnaya, 86.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",86.6,null
4735,58.166126343000016,78.89304464800006,"Luginetskaya, 11.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.2,null
4736,56.93170138100004,85.80552885200007,"Moiseevskaya, 11","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11,null
