OBJECTID,latitude,longitude,Name,Data_Source,H2_pct,H2_ppm
4222,42.09152000000006,-77.73793899999998,"40657","Brennan, S. T., Rivera, J. L., Creitz, R. H., Carela, B., & Park, A. J. (2021). Natural Gas Compositional Analyses Dataset of Gases from United States Wells (U.S. Geological Survey data release). USGS. https://doi.org/10.5066/P9TR93E3",1,null
4259,-40.44999999999995,-72.18333299999995,"LV1","Sepúlveda, F., Lahsen, A., & Powell, T. (2007). Gas geochemistry of the Cordón Caulle geothermal system, Southern Chile. Geothermics, 36(5), 389–420. https://doi.org/10.1016/j.geothermics.2007.05.001",2.17,null
4270,5.582404951000046,-69.20630549899994,"14390ft","Patino, C., Trujillo, M. del P. M., Morales, H., Strapoc, D., Bustos, U., mullins, O., Colorado, E., & Piedrahita, D. (2023). First ever downhole sampling of a natural H2 reservoir in Colombia. H-NAT 2023.",5.6361,"56361"
4271,-25.11796599999996,-68.52415199999996,"18 January 2019","Layana, S., Aguilera, F., Inostroza, M., Tassi, F., Wilkes, T. C., Bredemeyer, S., González, C., Pering, T. D., & McGonigle, A. J. S. (2023). Evolution of the magmatic-hydrothermal system at Lastarria volcano (Northern Chile) between 2006 and 2019: Insigh",7.1,null
4287,56.31786783200004,-64.19843289399995,"SL4-14","Salvi, S., & Williams-Jones, A. E. (1997). Fischer-Tropsch synthesis of hydrocarbons during sub-solidus alteration of the Strange Lake peralkaline granite, Quebec/Labrador, Canada. Geochimica et Cosmochimica Acta, 61(1), 83–99. https://doi.org/10.1016/s00",35,null
4289,64.25000000000004,-50.96666699999997,"Ilímaussaq","Petersilie, I. A., & Sörensen, H. (1970). Hydrocarbon gases and bituminous substances in rocks from the Ilímaussaq alkaline intrusion, South Greenland (Contribution to the Mineralogy of Ilímaussaq No. 18). Lithos, 3(1), 59–76. https://doi.org/10.1016/0024",68.44,null
4290,67.00824858300007,-50.68810009599997,"Kangerdluarssuk, 12.6","Petersilie, I. A., & Sörensen, H. (1970). Hydrocarbon gases and bituminous substances in rocks from the Ilímaussaq alkaline intrusion, South Greenland (Contribution to the Mineralogy of Ilímaussaq No. 18). Lithos, 3(1), 59–76. https://doi.org/10.1016/0024",12.6,null
4291,60.916526780000076,-46.065195676999956,"Tunugdliarfik, 12.6","Petersilie, I. A., & Sörensen, H. (1970). Hydrocarbon gases and bituminous substances in rocks from the Ilímaussaq alkaline intrusion, South Greenland (Contribution to the Mineralogy of Ilímaussaq No. 18). Lithos, 3(1), 59–76. https://doi.org/10.1016/0024",12.6,null
4293,60.97906319800004,-45.90038972599996,"Ilímaussaq, 18.8","Konnerup-Madsen, J., & Rose-Hansen, J. (1982). Volatiles associated with alkaline igneous rift activity: Fluid inclusions in the Ilímaussaq intrusion and the Gardar granitic complexes (south Greenland). Chemical Geology, 37(1–2), 79–93. https://doi.org/10",18.8,null
4294,61.15588250600007,-45.419422278999946,"Narssaq, 93.1","Petersilie, I. A., & Sörensen, H. (1970). Hydrocarbon gases and bituminous substances in rocks from the Ilímaussaq alkaline intrusion, South Greenland (Contribution to the Mineralogy of Ilímaussaq No. 18). Lithos, 3(1), 59–76. https://doi.org/10.1016/0024",93.1,null
4428,38.23000000000008,-26.62999999999994,"194-Terceira Rift-D. Joao de Castro","Worman, S. L., Pratson, L. F., Karson, J. A., & Schlesinger, W. H. (2020). Abiotic hydrogen (H2) sources and sinks near the Mid-Ocean Ridge (MOR) with implications for the subseafloor biosphere. Proceedings of the National Academy of Sciences, 117(24), 13",2.1749,"21749"
4429,38.23000000000008,-26.62999999999994,"195-Terceira Rift-D. Joao de Castro","Worman, S. L., Pratson, L. F., Karson, J. A., & Schlesinger, W. H. (2020). Abiotic hydrogen (H2) sources and sinks near the Mid-Ocean Ridge (MOR) with implications for the subseafloor biosphere. Proceedings of the National Academy of Sciences, 117(24), 13",1.6479,"16479"
4438,64.10649195900004,-21.256199951999974,"Nesjavellir, 46.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",46.4,null
4439,63.30170690700003,-20.603640380999934,"Surtsey, 34.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",34.4,null
4440,63.43226471400004,-20.24733350499997,"Eldfell, 54","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",54,null
4441,63.98685142800009,-19.673540933999956,"Hekla, 67","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",67,null
4442,64.64716607900004,-19.25162568999997,"Kerlingerfjoll, 36","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",36,null
4443,63.91609731300008,-19.166879250999955,"Torfajokull, 22.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",22.2,null
4444,63.990198239000065,-19.060704874999942,"Landmannlaugar, 36","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",36,null
4445,65.87652767100006,-16.959704918999932,"Teistareykir, 19","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",19,null
4446,65.63876788400006,-16.83764911399993,"Namaskard, 64.0","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",64,null
4447,65.64058348100006,-16.809180536999975,"Namafjall, 24.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",24.1,null
4448,65.64200631400007,-16.807349589999944,"4 Námafjall","Sano, Y., Urabe, A., Wakita, H., Chiba, H., & Sakai, H. (2008). Chemical and isotopic compositions of gases in geothermal fluids in Iceland. Geochemical Journal, 19(3), 135. https://doi.org/10.2343/geochemj.19.135",57.3,null
4449,65.02996632800006,-16.74225243999996,"Askja, 14","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",14,null
4450,64.67312037300007,-16.689489125999955,"Kverkfjöll, 16.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",16.6,null
4457,13.070204000000045,-8.24481899999995,"Mali 1","Guélard, J. (2016). Caractérisation des émanations de dihydrogène naturel en contexte intracratonique : exemple d’une interaction gaz/eau/roche au Kansas. Doctoral dissertation, Université Pierre et Marie Curie.",98.5,null
4462,41.894111000000066,0.2203330000000392,"Monzón-1","Hand, E. (2023). Hidden hydrogen. Science, 379(6633), 630–636. https://doi.org/10.1126/science.adh1477",25,null
4463,49.200000000000045,2.9500000000000455,"Betz 101 drilling well","Lefeuvre, N., Thomas, E., Truche, L., Donzé, F.-V., Cros, T., Dupuy, J., Pinzon-Rincon, L. A., & Rigollet, C. (2024). Characterizing Natural Hydrogen Occurrences in the Paris Basin Using OCR-Enhanced Well Database Studies. https://doi.org/10.22541/au.1706",52,null
4465,44.72610093900004,5.407459037000024,"Les Tiogaux, 14.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",14.1,null
4468,50.75056245400003,8.08157170100003,"Burbach, 24.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",24.6,null
4478,54.93815013700003,8.864730124000062,"Tonder, 16","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",16,null
4479,52.760231000000026,9.155350000000055,"Siegfried-Giesen, 13.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",13.3,null
4480,51.20020277800007,10.46054444400005,"Mulhausen Germany","Angino, E. E., Coveney, R. M. Jr., Goebel, E. D., Zeller, E. J., & Dreschhoff, G. (1984). Hydrogen and nitrogen—origin, distribution, and abundance, a followup. Oil & Gas Journal, 82, 142–146.",61.5,null
4482,51.29780300300006,11.434854002000064,"Rossleben, 12.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",12.9,null
4483,49.105219996000066,11.442402001000062,"Eristgal, 22.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",22.1,null
4484,51.860899010000026,11.579038996000065,"Stassfurt, 93","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",93,null
4485,51.52699203800006,11.828167998000024,"Salzmunde, 11.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.3,null
4486,-1.6352368049999972,13.57899769100004,"Oklo, 100","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",100,null
4487,37.75671738700003,14.999034326000073,"Etna, 57.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",57.8,null
4488,51.42186944400003,16.222908333000078,"Lubina Region Poland","Angino, E. E., Coveney, R. M. Jr., Goebel, E. D., Zeller, E. J., & Dreschhoff, G. (1984). Hydrogen and nitrogen—origin, distribution, and abundance, a followup. Oil & Gas Journal, 82, 142–146.",73.1,null
4493,44.647791059000035,18.228142692000063,"Vaiceva voda, 48.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",48.3,null
4495,54.673048126000026,20.630768302000035,"Kaliningradskaya, 37.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",37.5,null
4497,61.486694000000064,21.798194000000024,"Pori-D (>300m)","Sherwood Lollar, B., Frape, S. K., Weise, S. M., Fritz, P., Macko, S. A., & Welhan, J. A. (1993). Abiogenic methanogenesis in crystalline rocks. Geochimica et Cosmochimica Acta, 57(23–24), 5087–5097. https://doi.org/10.1016/0016-7037(93)90610-9",30.4,null
4498,44.516667000000034,22.166667000000075,"Tisovita well","Mitrofan, H., Marin, C., Chitea, F., Cadicheanu, N., Povară, I., Tudorache, A., Ioniţă, D. E., & Anghelache, M. (2021). Multi-kilometre long pathway of geofluids migration: Clues concerning an ophiolite serpentinization setting possibly responsible for th",28.7,null
4499,44.93055600000009,22.416667000000075,"Venera I spring","Mitrofan, H., Marin, C., Chitea, F., Cadicheanu, N., Povară, I., Tudorache, A., Ioniţă, D. E., & Anghelache, M. (2021). Multi-kilometre long pathway of geofluids migration: Clues concerning an ophiolite serpentinization setting possibly responsible for th",1.85,null
4500,44.93055600000009,22.416667000000075,"Traian well","Mitrofan, H., Marin, C., Chitea, F., Cadicheanu, N., Povară, I., Tudorache, A., Ioniţă, D. E., & Anghelache, M. (2021). Multi-kilometre long pathway of geofluids migration: Clues concerning an ophiolite serpentinization setting possibly responsible for th",1.76,null
4501,62.94050000000004,22.513083000000048,"Ylistaro 407 m","Sherwood Lollar, B., Frape, S. K., Fritz, P., Macko, S. A., Welhan, J. A., Blomqvist, R. & Lahermo, P. W. (1993). Evidence for bacterially generated hydrocarbon gas in Canadian shield and fennoscandian shield rocks. Geochimica et Cosmochimica Acta, 57(23–",11.4,null
4503,49.31080184500007,23.561399892000054,"Stebnyk, 34","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",34,null
4504,56.41349329200004,24.199517159000035,"Bauska, 26.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",26.7,null
4505,49.025009024000035,24.32915464200005,"Kalush, 34","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",34,null
4506,-28.738942338999937,24.75790334600003,"Kimberly mine, 43.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",43.1,null
4507,59.69875485000006,25.023051754000047,"Koksher, 20.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",20.8,null
4508,-28.030648325999937,26.70673954800003,"St. Helena Gold Mine, 50","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",50,null
4509,52.73059894900006,27.434731144000068,"Starobinskoe, 23.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",23.9,null
4510,57.32449675400004,27.571030834000055,"Loknovskaya, 42.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",42.6,null
4511,-26.230720198999947,27.961780877000024,"Crown mine, 77.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",77.5,null
4512,-26.22747394499992,28.11055331500006,"Robinson Deep, 15.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",15.2,null
4513,-26.19883917899995,28.176691652000045,"City-Dan, 24.0","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",24,null
4514,-26.471055913999972,28.455041435000055,"Mponeng, 11.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.5,null
4515,-25.66682850199993,28.50000627000003,"Premier mine, 59.0","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",59,null
4517,49.10008291800004,29.106875000000056,"Ilyinets crater, 53.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",53.5,null
4518,51.81091721800004,29.157199966000064,"Yelskaya, 95.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",95.2,null
4519,-1.5168246879999236,29.250060434000034,"Nyiragongo, 14.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",14.9,null
4520,63.23975415500007,29.255160002000025,"Juuka 116","Sherwood Sherwood Lollar, B., Frape, S. K., Weise, S. M., Fritz, P., Macko, S. A., & Welhan, J. A. (1993). Abiogenic methanogenesis in crystalline rocks. Geochimica et Cosmochimica Acta, 57(23–24), 5087–5097. https://doi.org/10.1016/0016-7037(93)90610-9",12.8,null
4521,52.51267485900007,29.534369846000057,"Davydovskoe, 37.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",37.7,null
4522,52.53756660800008,29.99353178500007,"Ostashkovichskoe, 16.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",16.4,null
4523,52.35716999500005,30.40191081100005,"Rechytskoe, 13.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",13.1,null
4524,-27.00821969499998,30.42430833400005,"Driefontein, 10.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",10.3,null
4525,36.43167253800004,30.45566980800004,"K03","Hosgormez, H., Etiope, G., & Yalçin, M. N. (2008). New evidence for a mixed inorganic and organic origin of the Olympic Chimaera fire (Turkey): a large onshore seepage of abiogenic gas. Geofluids, 8(4), 263–273. https://doi.org/10.1111/j.1468-8123.2008.00",11.3,null
4526,67.56830004500006,30.485600148000064,"Kovdorsky, 99.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",99.9,null
4527,69.39621945700003,30.608666696000057,"Kola superdeep, 20.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",20.6,null
4528,69.39621945700003,30.608666696000057,"Kola superdeep, 93.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",93.8,null
4529,69.46708983800004,31.076828781000078,"Pechenegskaya, 34.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",34.9,null
4530,69.54480973300008,31.20416838700004,"Pechengskaya, 27.3","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",27.3,null
4531,69.54193351700007,31.209971152000037,"Pechenga, 88.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",88.4,null
4532,53.036661170000045,32.01670183300007,"Strugova Buda, 20.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",20.1,null
4533,54.76443822700002,32.04040429100007,"Smolenskaya, 29.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",29.5,null
4534,48.899445466000024,32.24989502100004,"Boltysh Crater, 66.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",66.6,null
4535,52.73674117600005,32.25251538500004,"Klintsovskaya, 19.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",19.5,null
4536,58.25052671900004,32.49755864900004,"Krestetskaya, 90.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",90.5,null
4537,67.43310000700006,32.81789999600005,"Afrikandsky, 85.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",85.8,null
4538,34.92328139100004,32.90928816500008,"Cyprus, 100","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",100,null
4539,67.93161562000006,32.91608802600007,"Monchegorsk, 87","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",87,null
4540,69.21916699500008,32.989443993000066,"Gremiaha, 79","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",79,null
4541,68.14419634700005,33.16919319200008,"Olenegorsk, 90.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",90.5,null
4542,48.10596818200002,33.43266375700006,"Kryvyi Rih superdeep, 80","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",80,null
4543,52.93333300100004,33.44999999500004,"Pochep, 17","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",17,null
4544,48.060216980000064,33.48503727700006,"Kryvyi Rih, 19","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",19,null
4545,48.08267691400004,33.50579254000007,"Kryvyi Rih, 13,7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",13,null
4546,67.69092512100008,33.721111370000074,"Kukisvumchorr, 11.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.8,null
4547,67.64169563200005,33.73624987900007,"Yuksporsk, 13.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",13.9,null
4548,67.68942227700006,33.75403238200005,"Apatitovaya Mt, 13.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",13.8,null
4549,67.62690723500003,33.83679279200004,"Apatitovyi Tsirk, 17.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",17.9,null
4550,67.61715534400008,33.883803760000035,"Rasvumchorr, 27.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",27.4,null
4551,67.61717677400003,33.88380771800007,"Rasvumchorr, 20.1","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",20.1,null
4552,67.67872812500008,33.94829714200006,"Eveslogchorr, 17.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",17.6,null
4553,49.72703000100005,33.97701100100005,"Sahaidakske, 36","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",36,null
4554,67.60648181900007,34.01303967600006,"Suoluaiv, 21.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",21.4,null
4555,57.03332429400007,34.16667815400007,"Kuvshinoskaya, 26.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",26.4,null
4556,45.44199718200008,34.74090358900003,"Nyzhnohirska, 53.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",53.6,null
4557,46.16158709200004,34.799994164000054,"Henicheska, 37.7","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",37.7,null
4558,68.01069983500008,35.01060002600008,"Lovozero, 35.2","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",35.2,null
4559,68.01048622700006,35.01240943400006,"Lovozero, 90.6","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",90.6,null
4560,56.788909352000076,35.91398687800006,"Kalininskaya, 12","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",12,null
4561,36.40528678100004,36.04284262600004,"Kurtbagi, 38.4","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",38.4,null
4562,36.38351433100007,36.16361015900003,"Tahtakopru, 60.5","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",60.5,null
4563,56.64333137300008,36.296114224000064,"Redkino, 18.9","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",18.9,null
4564,55.728726533000035,36.86078568900007,"Zvenigorodskaya, 11.8","Zgonnik, V. (2020). The occurrence and geoscience of natural hydrogen: A comprehensive review. Earth-Science Reviews, 203, 103140. https://doi.org/10.1016/j.earscirev.2020.103140",11.8,null
