ID,Latitude,Longitude,CH4(%),CO2(%),O2(%),H2(ppm)
5046,49.51624000000003,-103.82133,96.37,96.37,96.37,96.37
5047,50.08809000000007,-101.83353,88.3,88.3,88.3,88.3
5048,49.80080000000004,-103.01434,87.42999999999999,87.42999999999999,87.42999999999999,87.42999999999999
5049,49.15806000000003,-103.85127,87.06,87.06,87.06,87.06
5050,49.46320000000003,-102.66894,75.5,75.5,75.5,75.5
5051,49.462620000000065,-104.01041,59.260000000000005,59.260000000000005,59.260000000000005,59.260000000000005
5052,49.50919000000003,-104.07778,44.12,44.12,44.12,44.12
5053,50.21699000000007,-102.06712,38.17,38.17,38.17,38.17
5054,49.421260000000075,-103.91486,35.17,35.17,35.17,35.17
5055,49.65705000000002,-101.78344,33.97,33.97,33.97,33.97
5056,49.79954000000003,-103.01796,32.28,32.28,32.28,32.28
5057,49.521160000000066,-103.72344,30.97,30.97,30.97,30.97
5058,49.47478000000006,-101.78629,30.53,30.53,30.53,30.53
5059,50.090780000000045,-101.83436,26.77,26.77,26.77,26.77
5060,49.52219000000007,-103.9356,26.46,26.46,26.46,26.46
5061,49.600930000000055,-104.03586,24.42,24.42,24.42,24.42
5062,50.35232000000007,-101.64754,23.09,23.09,23.09,23.09
5063,49.44688000000007,-103.79778,22.96,22.96,22.96,22.96
5064,49.44688000000007,-103.79778,22.05,22.05,22.05,22.05
5065,49.46539000000007,-104.02503,21.759999999999998,21.759999999999998,21.759999999999998,21.759999999999998
5066,49.85364000000003,-102.84267,21.55,21.55,21.55,21.55
5067,49.44688000000007,-103.79778,20.79,20.79,20.79,20.79
5068,49.26948000000004,-102.37312,20.23,20.23,20.23,20.23
5069,49.52019000000008,-103.71237,20.22,20.22,20.22,20.22
5070,49.969000000000044,-108.58903,18.87,18.87,18.87,18.87
5071,50.18269000000003,-101.90918,18.459999999999997,18.459999999999997,18.459999999999997,18.459999999999997
5072,49.38392000000004,-102.43377,18.12,18.12,18.12,18.12
5073,49.44454000000008,-104.02725,17.29,17.29,17.29,17.29
5074,49.38392000000004,-102.43377,16.919999999999998,16.919999999999998,16.919999999999998,16.919999999999998
5075,49.54140000000006,-102.84476,14.82,14.82,14.82,14.82
5076,49.00524000000006,-104.46822,14.74,14.74,14.74,14.74
5077,49.46187000000003,-104.00409,12.889999999999999,12.889999999999999,12.889999999999999,12.889999999999999
5078,49.51097000000004,-104.01961,12.879999999999999,12.879999999999999,12.879999999999999,12.879999999999999
5079,49.490050000000046,-103.10292,12.58,12.58,12.58,12.58
5080,49.52211000000005,-103.32253,12.55,12.55,12.55,12.55
5081,49.56900000000006,-108.63964,11.99,11.99,11.99,11.99
5082,49.91519000000005,-102.51359,11.940000000000001,11.940000000000001,11.940000000000001,11.940000000000001
5083,49.91551000000004,-102.51361,11.940000000000001,11.940000000000001,11.940000000000001,11.940000000000001
5084,50.20853000000005,-102.08671,11.81,11.81,11.81,11.81
5085,49.31722000000008,-103.46174,11.76,11.76,11.76,11.76
5086,49.79003000000006,-103.03603,11.43,11.43,11.43,11.43
5087,49.83614000000005,-107.59597,11.379999999999999,11.379999999999999,11.379999999999999,11.379999999999999
5088,49.01587000000006,-103.22241,10.95,10.95,10.95,10.95
5089,49.44688000000007,-103.79778,10.85,10.85,10.85,10.85
5090,49.31395000000003,-103.05834,10.56,10.56,10.56,10.56
5091,49.20460000000003,-104.80062,10.38,10.38,10.38,10.38
5092,49.529410000000034,-103.33161,10.34,10.34,10.34,10.34
5093,49.51110000000005,-103.31191,9.81,9.81,9.81,9.81
5094,49.51916000000005,-103.81135,9.77,9.77,9.77,9.77
5095,49.762920000000065,-103.11206,9.67,9.67,9.67,9.67
5096,49.52369000000005,-103.40178,9.66,9.66,9.66,9.66
5097,49.17947000000003,-104.73178,9.16,9.16,9.16,9.16
5098,49.40331000000003,-102.56536,8.75,8.75,8.75,8.75
5099,49.294700000000034,-103.02462,8.66,8.66,8.66,8.66
5100,49.44908000000003,-103.91061,8.57,8.57,8.57,8.57
5101,49.49955000000005,-103.99185,8.35,8.35,8.35,8.35
5102,49.53601000000004,-104.07489,7.6499999999999995,7.6499999999999995,7.6499999999999995,7.6499999999999995
5103,49.517860000000034,-103.74177,7.61,7.61,7.61,7.61
5104,49.415450000000064,-103.93715,6.77,6.77,6.77,6.77
5105,49.286260000000034,-102.32356,6.58,6.58,6.58,6.58
5106,49.911470000000065,-102.95496,6.5600000000000005,6.5600000000000005,6.5600000000000005,6.5600000000000005
5107,51.15617000000003,-107.97708,6.260000000000001,6.260000000000001,6.260000000000001,6.260000000000001
5108,49.418770000000045,-103.65732,6.23,6.23,6.23,6.23
5109,49.41051000000005,-103.91627,6.12,6.12,6.12,6.12
5110,49.071830000000034,-107.60078,5.91,5.91,5.91,5.91
5111,50.339780000000076,-101.71321,5.66,5.66,5.66,5.66
5112,49.21427000000004,-103.9485,5.63,5.63,5.63,5.63
5113,49.53909000000004,-103.71984,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005
5114,49.45061000000004,-103.90414,5.59,5.59,5.59,5.59
5115,49.600930000000055,-104.03586,5.4,5.4,5.4,5.4
5116,49.128040000000055,-103.12149,5.319999999999999,5.319999999999999,5.319999999999999,5.319999999999999
5117,49.69310000000007,-101.65851,5.09,5.09,5.09,5.09
5118,51.12140000000005,-107.97913,4.99,4.99,4.99,4.99
5119,49.07526000000007,-102.94941,4.77,4.77,4.77,4.77
5120,49.46347000000002,-103.36792,4.760000000000001,4.760000000000001,4.760000000000001,4.760000000000001
5121,49.46589000000006,-104.01072,4.6899999999999995,4.6899999999999995,4.6899999999999995,4.6899999999999995
5122,49.78644000000001,-103.03811,4.62,4.62,4.62,4.62
5123,49.071830000000034,-107.60078,4.5600000000000005,4.5600000000000005,4.5600000000000005,4.5600000000000005
5124,49.09300000000007,-102.52342,4.47,4.47,4.47,4.47
5125,49.52334000000007,-103.3257,4.46,4.46,4.46,4.46
5126,49.01659000000005,-109.73133,4.32,4.32,4.32,4.32
5127,49.796940000000056,-103.03139,4.3,4.3,4.3,4.3
5128,49.390450000000044,-105.29933,4.279999999999999,4.279999999999999,4.279999999999999,4.279999999999999
5129,49.622690000000034,-102.73038,4.24,4.24,4.24,4.24
5130,49.546390000000024,-103.70846,4.130000000000001,4.130000000000001,4.130000000000001,4.130000000000001
5131,49.05634000000003,-102.12066,4.08,4.08,4.08,4.08
5132,49.026960000000024,-107.55424,3.9600000000000004,3.9600000000000004,3.9600000000000004,3.9600000000000004
5133,49.47467000000006,-104.01719,3.7800000000000002,3.7800000000000002,3.7800000000000002,3.7800000000000002
5134,49.026960000000024,-107.55424,3.74,3.74,3.74,3.74
5135,49.531820000000046,-103.66395,3.6900000000000004,3.6900000000000004,3.6900000000000004,3.6900000000000004
5136,49.52369000000005,-103.40178,3.6799999999999997,3.6799999999999997,3.6799999999999997,3.6799999999999997
5137,49.21427000000004,-103.9485,3.49,3.49,3.49,3.49
5138,49.520850000000046,-103.74676,3.29,3.29,3.29,3.29
5139,49.886060000000036,-104.23878,3.2800000000000002,3.2800000000000002,3.2800000000000002,3.2800000000000002
5140,49.64156000000001,-101.5901,3.2800000000000002,3.2800000000000002,3.2800000000000002,3.2800000000000002
5141,49.60147000000007,-103.03858,3.02,3.02,3.02,3.02
5142,50.187940000000026,-101.46751,3.01,3.01,3.01,3.01
5143,50.10001000000005,-103.44838,2.93,2.93,2.93,2.93
5144,49.507610000000064,-104.0086,2.91,2.91,2.91,2.91
5145,49.414450000000045,-104.08176,2.8400000000000003,2.8400000000000003,2.8400000000000003,2.8400000000000003
5146,49.59431000000006,-103.56655,2.73,2.73,2.73,2.73
5147,49.49323000000004,-103.33564,2.7199999999999998,2.7199999999999998,2.7199999999999998,2.7199999999999998
5148,49.20584000000007,-103.25503,2.71,2.71,2.71,2.71
5149,49.05965000000003,-102.79218,2.62,2.62,2.62,2.62
5150,49.134180000000065,-103.76436,2.62,2.62,2.62,2.62
5151,49.42664000000007,-103.05802,2.6,2.6,2.6,2.6
5152,49.41548000000006,-102.6484,2.58,2.58,2.58,2.58
5153,49.68500000000005,-103.32577,2.58,2.58,2.58,2.58
5154,50.00168000000008,-108.56266,2.56,2.56,2.56,2.56
5155,49.67986000000007,-103.3455,2.56,2.56,2.56,2.56
5156,49.50290000000007,-103.35026,2.54,2.54,2.54,2.54
5157,49.25899000000004,-102.27286,2.54,2.54,2.54,2.54
5158,49.11628000000007,-103.43968,2.4899999999999998,2.4899999999999998,2.4899999999999998,2.4899999999999998
5159,49.75812000000007,-101.94567,2.48,2.48,2.48,2.48
5160,49.13152000000009,-104.14151,2.45,2.45,2.45,2.45
5161,49.530430000000074,-103.32546,2.42,2.42,2.42,2.42
5162,49.663500000000056,-103.68105,2.41,2.41,2.41,2.41
5163,49.549260000000054,-103.70258,2.39,2.39,2.39,2.39
5164,49.68765000000007,-103.41579,2.3800000000000003,2.3800000000000003,2.3800000000000003,2.3800000000000003
5165,49.73657000000002,-104.81955,2.36,2.36,2.36,2.36
5166,50.17786000000006,-103.53444,2.35,2.35,2.35,2.35
5167,49.41885000000008,-102.57083,2.33,2.33,2.33,2.33
5168,49.499650000000024,-104.02211,2.3,2.3,2.3,2.3
5169,50.41340000000008,-104.58754,2.29,2.29,2.29,2.29
5170,49.16951000000005,-109.75347,2.23,2.23,2.23,2.23
5171,51.13001000000003,-107.96026,2.17,2.17,2.17,2.17
5172,49.27800000000007,-102.74747,2.16,2.16,2.16,2.16
5173,50.41340000000008,-104.58754,2.16,2.16,2.16,2.16
5174,49.496320000000026,-103.98941,2.1399999999999997,2.1399999999999997,2.1399999999999997,2.1399999999999997
5175,49.77059000000003,-103.04614,2.13,2.13,2.13,2.13
5176,49.44425000000007,-101.428,2.12,2.12,2.12,2.12
5177,49.06892000000005,-102.77022,2.1,2.1,2.1,2.1
5178,49.20925000000005,-103.15076,2.08,2.08,2.08,2.08
5179,49.47437000000007,-102.90025,2.08,2.08,2.08,2.08
5180,49.52086000000003,-103.74218,2.04,2.04,2.04,2.04
5181,49.85778000000005,-102.98025,2.01,2.01,2.01,2.01
5182,49.02817000000004,-103.85264,2.01,2.01,2.01,2.01
5183,49.05856000000004,-103.51732,2.01,2.01,2.01,2.01
5184,49.886060000000036,-104.23878,2,2,2,2
5185,49.41988000000003,-103.06989,1.9900000000000002,1.9900000000000002,1.9900000000000002,1.9900000000000002
5186,49.44846000000007,-103.80908,1.9800000000000002,1.9800000000000002,1.9800000000000002,1.9800000000000002
5187,49.18647000000005,-101.49546,1.9300000000000002,1.9300000000000002,1.9300000000000002,1.9300000000000002
5188,49.294700000000034,-103.02462,1.91,1.91,1.91,1.91
5189,49.81450000000006,-103.11949,1.91,1.91,1.91,1.91
5190,49.34743000000003,-102.69596,1.9,1.9,1.9,1.9
5191,49.44846000000007,-103.80908,1.8900000000000001,1.8900000000000001,1.8900000000000001,1.8900000000000001
5192,49.15995000000003,-102.11426,1.87,1.87,1.87,1.87
5193,49.128040000000055,-103.12149,1.8599999999999999,1.8599999999999999,1.8599999999999999,1.8599999999999999
5194,49.415450000000064,-103.93715,1.8499999999999999,1.8499999999999999,1.8499999999999999,1.8499999999999999
5195,49.59431000000006,-103.56655,1.8499999999999999,1.8499999999999999,1.8499999999999999,1.8499999999999999
5196,49.469900000000045,-102.75502,1.8399999999999999,1.8399999999999999,1.8399999999999999,1.8399999999999999
5197,49.51364000000006,-103.75234,1.8399999999999999,1.8399999999999999,1.8399999999999999,1.8399999999999999
5198,49.45904000000006,-104.00482,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.7999999999999998
5199,49.37920000000002,-104.85089,1.79,1.79,1.79,1.79
5200,49.55375000000003,-103.21591,1.77,1.77,1.77,1.77
5201,49.49196000000006,-103.98778,1.77,1.77,1.77,1.77
5202,49.517860000000034,-103.74177,1.76,1.76,1.76,1.76
5203,49.87165000000003,-102.89297,1.76,1.76,1.76,1.76
5204,49.41653000000008,-104.07165,1.7500000000000002,1.7500000000000002,1.7500000000000002,1.7500000000000002
5205,49.52220000000005,-103.33056,1.7399999999999998,1.7399999999999998,1.7399999999999998,1.7399999999999998
5206,49.67986000000007,-103.3455,1.73,1.73,1.73,1.73
5207,49.41430000000002,-104.07943,1.72,1.72,1.72,1.72
5208,49.474680000000035,-101.48982,1.69,1.69,1.69,1.69
5209,49.23222000000004,-103.93571,1.68,1.68,1.68,1.68
5210,49.49117000000007,-103.17056,1.68,1.68,1.68,1.68
5211,49.18643000000003,-101.48985,1.68,1.68,1.68,1.68
5212,50.47609000000005,-108.16147,1.67,1.67,1.67,1.67
5213,50.07793000000004,-103.55622,1.66,1.66,1.66,1.66
5214,49.94583000000006,-102.72501,1.66,1.66,1.66,1.66
5215,49.52857000000006,-103.40981,1.66,1.66,1.66,1.66
5216,50.20539000000009,-102.0619,1.6500000000000001,1.6500000000000001,1.6500000000000001,1.6500000000000001
5217,50.411330000000085,-108.42044,1.6500000000000001,1.6500000000000001,1.6500000000000001,1.6500000000000001
5218,49.14494000000008,-104.0408,1.6199999999999999,1.6199999999999999,1.6199999999999999,1.6199999999999999
5219,49.02029000000004,-109.62422,1.6199999999999999,1.6199999999999999,1.6199999999999999,1.6199999999999999
5220,49.44902000000007,-103.03142,1.6099999999999999,1.6099999999999999,1.6099999999999999,1.6099999999999999
5221,49.596490000000074,-102.65345,1.59,1.59,1.59,1.59
5222,49.72161000000004,-103.15046,1.58,1.58,1.58,1.58
5223,49.45974000000006,-102.7334,1.5599999999999998,1.5599999999999998,1.5599999999999998,1.5599999999999998
5224,49.94067000000006,-102.67753,1.55,1.55,1.55,1.55
5225,49.83369000000005,-103.27004,1.54,1.54,1.54,1.54
5226,50.07793000000004,-103.55622,1.52,1.52,1.52,1.52
5227,49.44846000000007,-103.80908,1.5,1.5,1.5,1.5
5228,51.12153000000006,-107.97913,1.5,1.5,1.5,1.5
5229,49.44902000000007,-103.03142,1.5,1.5,1.5,1.5
5230,49.44846000000007,-103.80908,1.46,1.46,1.46,1.46
5231,49.50998000000004,-103.15285,1.46,1.46,1.46,1.46
5232,49.03009000000002,-103.78806,1.4500000000000002,1.4500000000000002,1.4500000000000002,1.4500000000000002
5233,49.18966000000006,-102.75963,1.4500000000000002,1.4500000000000002,1.4500000000000002,1.4500000000000002
5234,49.57535000000007,-103.74214,1.44,1.44,1.44,1.44
5235,49.725870000000036,-102.76206,1.43,1.43,1.43,1.43
5236,50.04893000000003,-108.54913,1.41,1.41,1.41,1.41
5237,50.27309000000008,-106.42929,1.41,1.41,1.41,1.41
5238,49.46810000000005,-103.38937,1.41,1.41,1.41,1.41
5239,49.490110000000065,-102.95561,1.41,1.41,1.41,1.41
5240,49.329480000000046,-102.84815,1.39,1.39,1.39,1.39
5241,49.05746000000004,-102.51841,1.39,1.39,1.39,1.39
5242,49.42998000000006,-104.18415,1.32,1.32,1.32,1.32
5243,49.060880000000054,-101.76896,1.31,1.31,1.31,1.31
5244,49.085420000000056,-104.28002,1.31,1.31,1.31,1.31
5245,49.028030000000065,-103.60027,1.3,1.3,1.3,1.3
5246,49.52395000000007,-103.40203,1.3,1.3,1.3,1.3
5247,50.085330000000056,-103.73753,1.29,1.29,1.29,1.29
5248,49.17428000000006,-103.66325,1.29,1.29,1.29,1.29
5249,49.44846000000007,-103.80908,1.29,1.29,1.29,1.29
5250,49.17984000000006,-102.76505,1.28,1.28,1.28,1.28
5251,49.87023000000005,-102.97448,1.27,1.27,1.27,1.27
5252,49.40704000000005,-102.77731,1.26,1.26,1.26,1.26
5253,49.791510000000066,-103.0382,1.25,1.25,1.25,1.25
5254,49.01315000000005,-102.22216,1.23,1.23,1.23,1.23
5255,49.226270000000056,-102.54697,1.22,1.22,1.22,1.22
5256,49.01534000000003,-103.6999,1.22,1.22,1.22,1.22
5257,49.422210000000064,-105.25443,1.21,1.21,1.21,1.21
5258,49.688500000000026,-103.28513,1.21,1.21,1.21,1.21
5259,49.261740000000025,-103.42439,1.2,1.2,1.2,1.2
5260,50.02760000000006,-103.74768,1.2,1.2,1.2,1.2
5261,49.80818000000005,-102.97581,1.2,1.2,1.2,1.2
5262,49.44162000000006,-103.02968,1.2,1.2,1.2,1.2
5263,49.27721000000008,-102.37925,1.2,1.2,1.2,1.2
5264,49.01459000000005,-103.76216,1.1900000000000002,1.1900000000000002,1.1900000000000002,1.1900000000000002
5265,49.84333000000004,-108.60409,1.17,1.17,1.17,1.17
5266,49.84116000000006,-103.17968,1.16,1.16,1.16,1.16
5267,49.46810000000005,-103.38937,1.16,1.16,1.16,1.16
5268,49.005580000000066,-101.69581,1.15,1.15,1.15,1.15
5269,49.386360000000074,-103.97097,1.15,1.15,1.15,1.15
5270,49.51018000000005,-104.07001,1.15,1.15,1.15,1.15
5271,49.04934000000002,-103.35531,1.1400000000000001,1.1400000000000001,1.1400000000000001,1.1400000000000001
5272,49.03323000000007,-103.74188,1.1400000000000001,1.1400000000000001,1.1400000000000001,1.1400000000000001
5273,50.21989000000007,-108.51751,1.1400000000000001,1.1400000000000001,1.1400000000000001,1.1400000000000001
5274,49.44846000000007,-103.80908,1.1400000000000001,1.1400000000000001,1.1400000000000001,1.1400000000000001
5275,49.792640000000056,-104.01979,1.1400000000000001,1.1400000000000001,1.1400000000000001,1.1400000000000001
5276,49.422680000000064,-103.71979,1.1199999999999999,1.1199999999999999,1.1199999999999999,1.1199999999999999
5277,49.41885000000008,-102.57083,1.1199999999999999,1.1199999999999999,1.1199999999999999,1.1199999999999999
5278,49.67014000000006,-102.95774,1.1199999999999999,1.1199999999999999,1.1199999999999999,1.1199999999999999
5279,49.11803000000002,-103.54363,1.0999999999999999,1.0999999999999999,1.0999999999999999,1.0999999999999999
5280,49.47339000000004,-103.59053,1.0999999999999999,1.0999999999999999,1.0999999999999999,1.0999999999999999
5281,49.68336000000004,-103.31495,1.0999999999999999,1.0999999999999999,1.0999999999999999,1.0999999999999999
5282,49.35114000000005,-104.82261,1.09,1.09,1.09,1.09
5283,49.61240000000003,-108.41917,1.09,1.09,1.09,1.09
5284,49.596860000000035,-103.29279,1.08,1.08,1.08,1.08
5285,49.94767000000007,-108.58309,1.08,1.08,1.08,1.08
5286,49.79981000000003,-102.78453,1.08,1.08,1.08,1.08
5287,49.513140000000085,-103.83104,1.0699999999999998,1.0699999999999998,1.0699999999999998,1.0699999999999998
5288,50.17786000000006,-103.53444,1.06,1.06,1.06,1.06
5289,49.49263000000007,-103.02389,1.06,1.06,1.06,1.06
5290,49.600930000000055,-104.03586,1.06,1.06,1.06,1.06
5291,49.383340000000025,-103.9551,1.06,1.06,1.06,1.06
5292,49.63819000000006,-108.76324,1.05,1.05,1.05,1.05
5293,49.09300000000007,-102.52342,1.05,1.05,1.05,1.05
5294,49.360780000000034,-101.65475,1.04,1.04,1.04,1.04
5295,49.01314000000008,-103.6408,1.02,1.02,1.02,1.02
5296,49.81628000000006,-108.40281,1.01,1.01,1.01,1.01
5297,49.520850000000046,-103.74676,1.01,1.01,1.01,1.01
5298,49.51499000000006,-104.00444,1.01,1.01,1.01,1.01
5299,49.59639000000004,-103.365,1,1,1,1
5300,49.82135000000004,-104.18173,1,1,1,1
5301,49.44457000000005,-103.99342,1,1,1,1
